
Input data size [28,314046] = 28 channels, 314046 frames/nFinding 28 ICA components using extended ICA.
Kurtosis will be calculated initially every 1 blocks using 6000 data points.
Decomposing 400 frames per ICA weight ((784)^2 = 314046 weights, Initial learning rate will be 0.001, block size 64.
Learning rate will be multiplied by 0.98 whenever angledelta >= 60 deg.
More than 32 channels: default stopping weight change 1E-7
Training will end when wchange < 1e-06 or after 1024 steps.
Online bias adjustment will be used.
Removing mean of each channel ...
Final training data range: -355.172 to 321.473
Computing the sphering matrix...
Starting weights are the identity matrix ...
Sphering the data ...
Beginning ICA training ... first training step may be slow ...
step 1 - lrate 0.001000, wchange 14.64875773, angledelta  0.0 deg
step 2 - lrate 0.001000, wchange 0.16522021, angledelta  0.0 deg
step 3 - lrate 0.001000, wchange 0.14659975, angledelta 86.8 deg
step 4 - lrate 0.000980, wchange 0.13656318, angledelta 112.4 deg
step 5 - lrate 0.000960, wchange 0.13464294, angledelta 116.4 deg
step 6 - lrate 0.000941, wchange 0.13651081, angledelta 121.3 deg
step 7 - lrate 0.000922, wchange 0.12159876, angledelta 121.1 deg
step 8 - lrate 0.000904, wchange 0.12088282, angledelta 118.6 deg
step 9 - lrate 0.000886, wchange 0.12191601, angledelta 123.3 deg
step 10 - lrate 0.000868, wchange 0.10981091, angledelta 119.2 deg
step 11 - lrate 0.000851, wchange 0.10020571, angledelta 117.4 deg
step 12 - lrate 0.000834, wchange 0.10924155, angledelta 116.8 deg
step 13 - lrate 0.000817, wchange 0.10636303, angledelta 120.3 deg
step 14 - lrate 0.000801, wchange 0.09227120, angledelta 115.4 deg
step 15 - lrate 0.000785, wchange 0.09234256, angledelta 121.9 deg
step 16 - lrate 0.000769, wchange 0.08752836, angledelta 112.7 deg
step 17 - lrate 0.000754, wchange 0.08788081, angledelta 121.2 deg
step 18 - lrate 0.000739, wchange 0.08784708, angledelta 117.8 deg
step 19 - lrate 0.000724, wchange 0.09138856, angledelta 119.4 deg
step 20 - lrate 0.000709, wchange 0.08783162, angledelta 121.9 deg
step 21 - lrate 0.000695, wchange 0.07609214, angledelta 114.6 deg
step 22 - lrate 0.000681, wchange 0.08303307, angledelta 118.8 deg
step 23 - lrate 0.000668, wchange 0.07446989, angledelta 120.9 deg
step 24 - lrate 0.000654, wchange 0.08404416, angledelta 114.2 deg
step 25 - lrate 0.000641, wchange 0.07917091, angledelta 126.6 deg
step 26 - lrate 0.000628, wchange 0.07307130, angledelta 119.0 deg
step 27 - lrate 0.000616, wchange 0.06683560, angledelta 116.4 deg
