
Input data size [28,315480] = 28 channels, 315480 frames/nFinding 28 ICA components using extended ICA.
Kurtosis will be calculated initially every 1 blocks using 6000 data points.
Decomposing 402 frames per ICA weight ((784)^2 = 315480 weights, Initial learning rate will be 0.001, block size 64.
Learning rate will be multiplied by 0.98 whenever angledelta >= 60 deg.
More than 32 channels: default stopping weight change 1E-7
Training will end when wchange < 1e-06 or after 1024 steps.
Online bias adjustment will be used.
Removing mean of each channel ...
Final training data range: -379.347 to 455.58
Computing the sphering matrix...
Starting weights are the identity matrix ...
Sphering the data ...
Beginning ICA training ... first training step may be slow ...
step 1 - lrate 0.001000, wchange 14.88691205, angledelta  0.0 deg
step 2 - lrate 0.001000, wchange 0.15533564, angledelta  0.0 deg
step 3 - lrate 0.001000, wchange 0.82032191, angledelta 79.9 deg
step 4 - lrate 0.000980, wchange 0.17133382, angledelta 105.1 deg
step 5 - lrate 0.000960, wchange 0.11603662, angledelta 116.8 deg
step 6 - lrate 0.000941, wchange 0.13065214, angledelta 107.6 deg
step 7 - lrate 0.000922, wchange 0.13802699, angledelta 125.2 deg
step 8 - lrate 0.000904, wchange 0.09388554, angledelta 109.5 deg
step 9 - lrate 0.000886, wchange 0.08844604, angledelta 114.5 deg
step 10 - lrate 0.000868, wchange 0.09822385, angledelta 120.1 deg
step 11 - lrate 0.000851, wchange 0.10419092, angledelta 121.2 deg
step 12 - lrate 0.000834, wchange 0.09351003, angledelta 118.2 deg
step 13 - lrate 0.000817, wchange 0.09145197, angledelta 115.7 deg
step 14 - lrate 0.000801, wchange 0.08622618, angledelta 121.9 deg
step 15 - lrate 0.000785, wchange 0.08607668, angledelta 116.1 deg
step 16 - lrate 0.000769, wchange 0.08011026, angledelta 120.8 deg
step 17 - lrate 0.000754, wchange 0.07293714, angledelta 116.0 deg
step 18 - lrate 0.000739, wchange 0.07895853, angledelta 120.7 deg
step 19 - lrate 0.000724, wchange 0.07465298, angledelta 121.4 deg
step 20 - lrate 0.000709, wchange 0.07318853, angledelta 118.7 deg
step 21 - lrate 0.000695, wchange 0.07031812, angledelta 119.6 deg
step 22 - lrate 0.000681, wchange 0.06840372, angledelta 118.1 deg
step 23 - lrate 0.000668, wchange 0.06583155, angledelta 119.4 deg
step 24 - lrate 0.000654, wchange 0.06599046, angledelta 121.0 deg
step 25 - lrate 0.000641, wchange 0.05851988, angledelta 116.4 deg
step 26 - lrate 0.000628, wchange 0.06859767, angledelta 119.3 deg
step 27 - lrate 0.000616, wchange 0.05849082, angledelta 122.0 deg
step 28 - lrate 0.000603, wchange 0.05071360, angledelta 119.2 deg
step 29 - lrate 0.000591, wchange 0.05670930, angledelta 117.4 deg
step 30 - lrate 0.000580, wchange 0.05343900, angledelta 118.2 deg
step 31 - lrate 0.000568, wchange 0.05092392, angledelta 116.9 deg
step 32 - lrate 0.000557, wchange 0.05622280, angledelta 119.3 deg
step 33 - lrate 0.000545, wchange 0.04790549, angledelta 119.6 deg
step 34 - lrate 0.000535, wchange 0.05044688, angledelta 117.3 deg
step 35 - lrate 0.000524, wchange 0.05007551, angledelta 121.3 deg
step 36 - lrate 0.000513, wchange 0.05376168, angledelta 115.6 deg
step 37 - lrate 0.000503, wchange 0.05923967, angledelta 123.2 deg
step 38 - lrate 0.000493, wchange 0.04245831, angledelta 114.2 deg
step 39 - lrate 0.000483, wchange 0.04386039, angledelta 117.1 deg
step 40 - lrate 0.000474, wchange 0.04574451, angledelta 119.9 deg
step 41 - lrate 0.000464, wchange 0.04249924, angledelta 119.3 deg
step 42 - lrate 0.000455, wchange 0.03773694, angledelta 116.5 deg
step 43 - lrate 0.000446, wchange 0.03855461, angledelta 116.6 deg
step 44 - lrate 0.000437, wchange 0.04005280, angledelta 119.1 deg
step 45 - lrate 0.000428, wchange 0.03807814, angledelta 120.2 deg
step 46 - lrate 0.000419, wchange 0.03668247, angledelta 116.5 deg
step 47 - lrate 0.000411, wchange 0.03551437, angledelta 120.8 deg
step 48 - lrate 0.000403, wchange 0.03377936, angledelta 117.2 deg
step 49 - lrate 0.000395, wchange 0.03181948, angledelta 122.3 deg
step 50 - lrate 0.000387, wchange 0.03164359, angledelta 114.1 deg
step 51 - lrate 0.000379, wchange 0.03103193, angledelta 119.3 deg
step 52 - lrate 0.000372, wchange 0.03451090, angledelta 118.3 deg
step 53 - lrate 0.000364, wchange 0.03016350, angledelta 120.2 deg
step 54 - lrate 0.000357, wchange 0.03225059, angledelta 117.0 deg
step 55 - lrate 0.000350, wchange 0.02782325, angledelta 119.9 deg
step 56 - lrate 0.000343, wchange 0.02903192, angledelta 118.4 deg
step 57 - lrate 0.000336, wchange 0.02673940, angledelta 121.7 deg
step 58 - lrate 0.000329, wchange 0.02676949, angledelta 119.8 deg
step 59 - lrate 0.000323, wchange 0.02249015, angledelta 114.7 deg
step 60 - lrate 0.000316, wchange 0.02583753, angledelta 111.9 deg
step 61 - lrate 0.000310, wchange 0.02930937, angledelta 121.5 deg
step 62 - lrate 0.000304, wchange 0.02489707, angledelta 119.6 deg
step 63 - lrate 0.000298, wchange 0.02310127, angledelta 113.5 deg
step 64 - lrate 0.000292, wchange 0.02611593, angledelta 121.0 deg
step 65 - lrate 0.000286, wchange 0.02070597, angledelta 116.8 deg
step 66 - lrate 0.000280, wchange 0.02267395, angledelta 119.4 deg
step 67 - lrate 0.000274, wchange 0.02248618, angledelta 121.3 deg
step 68 - lrate 0.000269, wchange 0.02068271, angledelta 120.4 deg
step 69 - lrate 0.000264, wchange 0.01875658, angledelta 118.1 deg
step 70 - lrate 0.000258, wchange 0.01980967, angledelta 116.9 deg
step 71 - lrate 0.000253, wchange 0.02009074, angledelta 119.7 deg
step 72 - lrate 0.000248, wchange 0.01825942, angledelta 116.8 deg
step 73 - lrate 0.000243, wchange 0.01867023, angledelta 117.2 deg
step 74 - lrate 0.000238, wchange 0.01696120, angledelta 119.3 deg
step 75 - lrate 0.000233, wchange 0.01683463, angledelta 119.3 deg
step 76 - lrate 0.000229, wchange 0.01668553, angledelta 120.4 deg
step 77 - lrate 0.000224, wchange 0.01472035, angledelta 117.6 deg
step 78 - lrate 0.000220, wchange 0.01504504, angledelta 114.1 deg
step 79 - lrate 0.000215, wchange 0.01534037, angledelta 116.7 deg
step 80 - lrate 0.000211, wchange 0.01539261, angledelta 115.1 deg
step 81 - lrate 0.000207, wchange 0.01753630, angledelta 121.1 deg
step 82 - lrate 0.000203, wchange 0.01680578, angledelta 123.9 deg
step 83 - lrate 0.000199, wchange 0.01518229, angledelta 119.7 deg
step 84 - lrate 0.000195, wchange 0.01441858, angledelta 117.4 deg
step 85 - lrate 0.000191, wchange 0.01327006, angledelta 115.8 deg
step 86 - lrate 0.000187, wchange 0.01310812, angledelta 116.1 deg
step 87 - lrate 0.000183, wchange 0.01387386, angledelta 117.6 deg
step 88 - lrate 0.000180, wchange 0.01403728, angledelta 120.0 deg
step 89 - lrate 0.000176, wchange 0.01480742, angledelta 122.4 deg
step 90 - lrate 0.000172, wchange 0.01296173, angledelta 121.8 deg
step 91 - lrate 0.000169, wchange 0.01274278, angledelta 120.1 deg
step 92 - lrate 0.000166, wchange 0.01424726, angledelta 121.1 deg
